onset	duration	trial_type
0.55	0.15	memorization_num_1
0.7	1.701	response_num_1
10.77	0.15	memorization_num_1
10.92	1.717	response_num_1
20.973	0.15	memorization_num_5
21.123	1.7	response_num_5
31.176	0.15	memorization_num_5
31.326	1.701	response_num_5
41.396	0.15	memorization_num_5
41.546	1.7	response_num_5
51.599	0.15	memorization_num_6
51.749	1.701	response_num_6
61.802	0.15	memorization_num_6
61.952	1.7	response_num_6
72.005	0.15	memorization_num_4
72.155	1.717	response_num_4
82.208	0.15	memorization_num_1
82.358	1.717	response_num_1
92.412	0.149	memorization_num_3
92.561	1.717	response_num_3
102.614	0.15	memorization_num_5
102.764	1.701	response_num_5
112.817	0.15	memorization_num_4
112.967	1.701	response_num_4
123.037	0.151	memorization_num_4
123.188	1.716	response_num_4
133.24	0.15	memorization_num_3
133.39	1.717	response_num_3
143.444	0.149	memorization_num_8
143.593	1.701	response_num_8
153.663	0.15	memorization_num_8
153.813	1.701	response_num_8
163.867	0.15	memorization_num_1
164.017	1.716	response_num_1
174.07	0.15	memorization_num_7
174.22	1.7	response_num_7
184.273	0.15	memorization_num_1
184.423	1.717	response_num_1
194.476	0.15	memorization_num_8
194.626	1.7	response_num_8
204.712	0.15	memorization_num_3
204.862	1.717	response_num_3
214.916	0.15	memorization_num_2
215.066	1.716	response_num_2
225.118	0.15	memorization_num_7
225.268	1.701	response_num_7
235.322	0.15	memorization_num_4
235.472	1.717	response_num_4
245.525	0.15	memorization_num_7
245.675	1.7	response_num_7
255.744	0.151	memorization_num_3
255.895	1.717	response_num_3
265.948	0.15	memorization_num_2
266.098	1.717	response_num_2
276.151	0.15	memorization_num_8
276.301	1.7	response_num_8
286.37	0.151	memorization_num_4
286.521	1.7	response_num_4
296.59	0.15	memorization_num_8
296.74	1.701	response_num_8
306.81	0.15	memorization_num_2
306.96	1.717	response_num_2
317.013	0.15	memorization_num_5
317.163	1.717	response_num_5
327.216	0.15	memorization_num_3
327.366	1.717	response_num_3
337.42	0.15	memorization_num_7
337.57	1.7	response_num_7
347.639	0.15	memorization_num_4
347.789	1.701	response_num_4
357.842	0.15	memorization_num_5
357.992	1.701	response_num_5
368.046	0.149	memorization_num_2
368.195	1.717	response_num_2
378.248	0.151	memorization_num_2
378.399	1.717	response_num_2
388.452	0.15	memorization_num_5
388.602	1.701	response_num_5
398.671	0.151	memorization_num_2
398.822	1.716	response_num_2
408.892	0.15	memorization_num_6
409.042	1.683	response_num_6
419.111	0.151	memorization_num_3
419.262	1.716	response_num_3
429.314	0.15	memorization_num_5
429.464	1.717	response_num_5
439.517	0.151	memorization_num_1
439.668	1.716	response_num_1
449.721	0.15	memorization_num_7
449.871	1.7	response_num_7
459.94	0.151	memorization_num_5
460.091	1.7	response_num_5
470.16	0.15	memorization_num_7
470.31	1.701	response_num_7
480.38	0.15	memorization_num_4
480.53	1.717	response_num_4
490.583	0.15	memorization_num_4
490.733	1.717	response_num_4
500.786	0.15	memorization_num_6
500.936	1.7	response_num_6
510.989	0.15	memorization_num_7
511.139	1.717	response_num_7
521.192	0.15	memorization_num_7
521.342	1.701	response_num_7
531.395	0.151	memorization_num_1
531.546	1.716	response_num_1
541.599	0.15	memorization_num_3
541.749	1.717	response_num_3
551.802	0.15	memorization_num_8
551.952	1.7	response_num_8
562.021	0.151	memorization_num_2
562.172	1.716	response_num_2
572.225	0.15	memorization_num_5
572.375	1.7	response_num_5
582.428	0.15	memorization_num_2
582.578	1.716	response_num_2
592.631	0.15	memorization_num_7
592.781	1.7	response_num_7
602.834	0.15	memorization_num_4
602.984	1.7	response_num_4
613.054	0.15	memorization_num_8
613.204	1.7	response_num_8
623.274	0.15	memorization_num_6
623.424	1.7	response_num_6
633.476	0.151	memorization_num_1
633.627	1.716	response_num_1
643.68	0.15	memorization_num_6
643.83	1.7	response_num_6
653.9	0.15	memorization_num_6
654.05	1.7	response_num_6
664.103	0.15	memorization_num_6
664.253	1.7	response_num_6
674.306	0.15	memorization_num_4
674.456	1.717	response_num_4
684.509	0.15	memorization_num_2
684.659	1.717	response_num_2
694.712	0.15	memorization_num_1
694.862	1.717	response_num_1
704.915	0.15	memorization_num_6
705.065	1.7	response_num_6
715.118	0.15	memorization_num_6
715.268	1.701	response_num_6
725.321	0.15	memorization_num_3
725.471	1.717	response_num_3
735.524	0.151	memorization_num_2
735.675	1.716	response_num_2
745.728	0.15	memorization_num_4
745.878	1.7	response_num_4
755.931	0.15	memorization_num_6
756.081	1.7	response_num_6
766.15	0.151	memorization_num_4
766.301	1.716	response_num_4
776.354	0.149	memorization_num_7
776.503	1.701	response_num_7
786.557	0.15	memorization_num_7
786.707	1.7	response_num_7
796.777	0.15	memorization_num_6
796.927	1.7	response_num_6
806.996	0.15	memorization_num_3
807.146	1.717	response_num_3
817.199	0.15	memorization_num_5
817.349	1.701	response_num_5
827.402	0.15	memorization_num_4
827.552	1.717	response_num_4
837.606	0.15	memorization_num_3
837.756	1.716	response_num_3
847.809	0.15	memorization_num_4
847.959	1.7	response_num_4
857.995	0.15	memorization_num_3
858.145	1.717	response_num_3
868.198	0.15	memorization_num_4
868.348	1.717	response_num_4
878.401	0.15	memorization_num_5
878.551	1.717	response_num_5
888.604	0.151	memorization_num_7
888.755	1.7	response_num_7
898.808	0.149	memorization_num_7
898.957	1.701	response_num_7
909.011	0.15	memorization_num_3
909.161	1.717	response_num_3
919.214	0.15	memorization_num_6
919.364	1.7	response_num_6
929.417	0.15	memorization_num_7
929.567	1.7	response_num_7
939.637	0.15	memorization_num_7
939.787	1.7	response_num_7
949.857	0.15	memorization_num_5
950.007	1.7	response_num_5
960.076	0.15	memorization_num_6
960.226	1.701	response_num_6
970.279	0.15	memorization_num_3
970.429	1.717	response_num_3
