onset	duration	trial_type
8.98	19.079	mental
46.07	20.064	random
84.144	20.064	random
122.219	20.064	mental
160.293	20.081	random
198.384	20.081	mental
236.476	20.063	mental
274.55	20.064	random
312.625	20.063	mental
350.699	20.064	random
