onset	duration	trial_type
10.165	10.399	relational
20.564	10.366	relational
30.93	10.316	relational
41.246	10.215	relational
53.448	8.312	control
61.76	8.413	control
70.173	8.363	control
78.536	8.396	control
86.932	8.212	control
113.122	8.329	control
121.451	8.296	control
129.747	8.279	control
138.026	8.313	control
146.339	8.196	control
156.538	10.349	relational
166.887	10.365	relational
177.252	10.4	relational
187.652	10.198	relational
215.861	8.313	control
224.174	8.346	control
232.52	8.296	control
240.816	8.396	control
249.212	8.195	control
259.427	10.333	relational
269.76	10.315	relational
280.075	10.416	relational
290.491	10.199	relational
318.701	10.382	relational
329.083	10.399	relational
339.482	10.433	relational
349.915	10.165	relational
362.133	8.296	control
370.429	8.396	control
378.825	8.413	control
387.238	8.43	control
395.668	8.195	control
421.857	10.316	relational
432.173	10.433	relational
442.606	10.365	relational
452.971	10.216	relational
465.207	8.429	control
473.636	8.313	control
481.949	8.296	control
490.245	8.346	control
498.591	8.179	control
524.814	8.346	control
533.16	8.379	control
541.539	8.413	control
549.952	8.329	control
558.281	8.196	control
568.463	10.366	relational
578.829	10.316	relational
589.145	10.332	relational
599.477	10.199	relational
