onset	duration	trial_type
5.504	4.055	simple_sentence_adj
11.155	0.506	probe
15.507	4.051	complex_sentence_objrel
21.362	0.505	probe
25.51	4.053	consonant_strings
31.477	0.507	probe
35.51	4.055	pseudoword_list
41.107	0.506	probe
45.512	4.054	simple_sentence_adj
51.274	0.506	probe
55.514	4.054	simple_sentence_adj
61.51	0.505	probe
65.515	4.055	complex_sentence_objclef
71.56	0.505	probe
75.515	4.05	word_list
81.153	0.506	probe
85.517	4.052	pseudoword_list
91.248	0.506	probe
95.518	4.048	consonant_strings
101.551	0.505	probe
105.519	4.054	jabberwocky
111.542	0.506	probe
115.52	4.053	simple_sentence_adj
121.329	0.506	probe
125.521	4.048	simple_sentence_coord
131.531	0.505	probe
135.522	4.055	complex_sentence_subjrel
141.102	0.506	probe
145.522	4.05	jabberwocky
151.431	0.506	probe
155.524	4.052	pseudoword_list
161.433	0.505	probe
165.525	4.052	jabberwocky
171.48	0.505	probe
175.527	4.052	simple_sentence_adj
181.156	0.506	probe
185.528	4.055	consonant_strings
191.433	0.506	probe
195.529	4.054	word_list
201.199	0.505	probe
205.53	4.051	consonant_strings
211.431	0.506	probe
215.532	4.052	simple_sentence_coord
221.232	0.505	probe
225.532	4.049	complex_sentence_objrel
231.528	0.506	probe
235.533	4.055	simple_sentence_adj
241.4	0.507	probe
245.536	4.058	simple_sentence_adj
251.393	0.506	probe
255.536	4.046	consonant_strings
261.223	0.506	probe
265.537	4.051	consonant_strings
271.426	0.506	probe
275.703	4.055	jabberwocky
281.266	0.506	probe
285.702	4.043	consonant_strings
291.717	0.507	probe
295.703	4.052	word_list
301.418	0.506	probe
305.706	4.048	pseudoword_list
311.658	0.506	probe
315.706	4.053	word_list
321.755	0.506	probe
325.707	4.052	complex_sentence_objrel
331.382	0.507	probe
335.708	4.055	complex_sentence_objrel
341.305	0.505	probe
345.709	4.05	consonant_strings
351.609	0.506	probe
355.712	4.045	complex_sentence_objrel
361.628	0.507	probe
365.713	4.052	word_list
371.281	0.507	probe
375.91	4.056	complex_sentence_objclef
381.964	0.507	probe
385.91	4.056	consonant_strings
391.895	0.506	probe
395.911	4.056	simple_sentence_adj
401.592	0.506	probe
405.913	4.052	jabberwocky
411.647	0.506	probe
415.914	4.058	consonant_strings
421.755	0.506	probe
425.915	4.057	word_list
431.57	0.506	probe
435.917	4.054	jabberwocky
441.8	0.507	probe
445.917	4.057	jabberwocky
451.656	0.506	probe
455.918	4.056	pseudoword_list
461.833	0.507	probe
465.92	4.054	word_list
471.63	0.506	probe
475.921	4.054	jabberwocky
481.708	0.506	probe
485.921	4.057	pseudoword_list
491.757	0.506	probe
495.922	4.044	jabberwocky
501.651	0.507	probe
505.924	4.049	complex_sentence_subjrel
511.652	0.506	probe
515.925	4.05	jabberwocky
521.89	0.506	probe
525.926	4.055	word_list
531.892	0.506	probe
535.927	4.051	complex_sentence_objclef
541.943	0.505	probe
545.929	4.052	pseudoword_list
551.591	0.506	probe
555.929	4.055	pseudoword_list
561.744	0.506	probe
565.931	4.055	word_list
571.795	0.504	probe
575.932	4.055	pseudoword_list
581.811	0.506	probe
585.932	4.05	word_list
591.574	0.506	probe
595.933	4.055	pseudoword_list
601.548	0.506	probe
