onset	duration	trial_type	score
7.522	2.455	food	61
11.789	2.047	food	1
14.771	1.65	food	1
19.704	4.133	food	77
27.87	1.637	food	4
30.853	2.238	food	1
35.435	1.613	food	1
40.535	1.876	food	7
43.617	3.139	food	34
51.05	2.775	food	1
54.899	2.628	food	34
59.065	2.391	food	19
65.948	2.79	food	1
70.014	1.889	food	49
75.863	2.034	food	63
78.496	2.503	food	41
83.679	1.432	food	1
87.995	1.949	food	1
94.177	2.94	food	70
97.793	2.576	food	1
103.592	2.105	food	11
109.775	2.124	food	5
115.524	2.43	food	2
119.357	2.925	food	38
124.773	2.372	food	1
128.139	2.662	food	6
132.488	2.008	food	6
137.838	3.262	food	1
144.853	2.553	food	45
151.086	2.501	food	1
158.018	2.797	food	28
163.367	1.69	food	8
167.067	2.79	food	1
173.749	3.048	food	38
179.882	2.035	food	1
185.331	2.356	food	12
190.83	3.878	food	1
199.063	2.38	food	10
203.045	2.503	food	1
208.161	2.526	food	1
211.827	1.523	food	62
215.627	3.802	food	12
221.309	3.305	food	1
227.625	2.154	food	1
231.525	1.877	food	1
236.341	2.697	food	1
241.257	2.267	food	1
247.089	2.485	food	1
253.738	1.655	food	3
258.204	2.347	food	1
262.02	1.917	food	81
265.87	3.924	food	35
270.519	3.14	food	8
274.202	1.067	food	56
277.352	2.255	food	1
282.351	1.915	food	6
288.083	2.456	food	1
291.35	2.074	food	1
295.582	3.627	food	1
301.615	0.777	food	31
