onset	duration	trial_type	score
8.927	2.353	painting	1
11.943	2.698	painting	1
17.326	2.331	painting	84
21.075	2.052	painting	1
25.208	1.905	painting	27
29.724	1.97	painting	1
34.707	1.779	painting	6
40.456	2.112	painting	1
46.855	2.261	painting	51
53.471	2.409	painting	54
56.687	2.119	painting	1
61.886	1.797	painting	1
65.169	2.369	painting	1
71.168	2.212	painting	1
75.734	1.85	painting	1
80.933	2.205	painting	1
84.95	2.048	painting	7
89.882	3.495	painting	1
97.798	2.771	painting	1
101.714	1.835	painting	1
104.147	3.129	painting	77
109.829	3.563	painting	33
117.212	1.953	painting	1
122.644	2.448	painting	1
128.843	2.372	painting	1
133.243	2.042	painting	58
136.226	1.662	painting	1
141.575	2.262	painting	99
145.991	2.627	painting	1
152.84	2.199	painting	1
156.59	1.788	painting	1
159.106	2.38	painting	17
163.772	1.887	painting	1
169.071	2.451	painting	1
174.27	1.704	painting	14
179.186	2.074	painting	1
185.286	1.992	painting	1
190.551	2.765	painting	99
194.668	1.692	painting	1
197.567	1.826	painting	1
199.917	2.567	painting	1
204.9	2.445	painting	1
211.449	1.884	painting	1
214.332	1.618	painting	1
218.898	2.157	painting	1
222.797	2.143	painting	1
226.863	1.928	painting	1
230.396	2.155	painting	1
233.429	1.876	painting	1
238.445	2.198	painting	1
241.728	2.765	painting	1
247.31	1.821	painting	1
251.01	2.335	painting	1
257.226	1.616	painting	1
260.125	1.798	painting	1
266.424	1.382	painting	1
271.374	3.274	painting	42
278.806	3.099	painting	1
283.589	3.532	painting	1
289.338	2.659	painting	1
