onset	duration	trial_type
0.55	0.15	memorization_num_3
1.7	1.701	response_num_3
7.769	0.15	memorization_num_5
8.919	1.701	response_num_5
14.988	0.15	memorization_num_4
16.138	1.701	response_num_4
22.206	0.151	memorization_num_6
23.357	1.7	response_num_6
29.425	0.15	memorization_num_5
30.576	1.7	response_num_5
36.644	0.15	memorization_num_1
37.795	1.7	response_num_1
43.88	0.15	memorization_num_4
45.03	1.7	response_num_4
51.081	0.151	memorization_num_5
52.232	1.701	response_num_5
58.301	0.15	memorization_num_4
59.451	1.701	response_num_4
65.52	0.15	memorization_num_3
66.67	1.701	response_num_3
72.739	0.149	memorization_num_4
73.889	1.7	response_num_4
79.957	0.15	memorization_num_6
81.107	1.701	response_num_6
87.176	0.15	memorization_num_6
88.326	1.701	response_num_6
94.395	0.15	memorization_num_5
95.545	1.701	response_num_5
101.614	0.15	memorization_num_6
102.764	1.701	response_num_6
108.833	0.15	memorization_num_4
109.983	1.701	response_num_4
116.051	0.151	memorization_num_5
117.202	1.7	response_num_5
123.27	0.151	memorization_num_6
124.421	1.7	response_num_6
130.489	0.15	memorization_num_5
131.64	1.7	response_num_5
137.708	0.15	memorization_num_5
138.859	1.7	response_num_5
144.927	0.15	memorization_num_3
146.077	1.717	response_num_3
152.129	0.15	memorization_num_5
153.28	1.7	response_num_5
159.348	0.15	memorization_num_2
160.499	1.7	response_num_2
166.567	0.15	memorization_num_2
167.717	1.701	response_num_2
173.786	0.15	memorization_num_1
174.936	1.701	response_num_1
181.021	0.151	memorization_num_6
182.172	1.7	response_num_6
188.24	0.15	memorization_num_6
189.391	1.7	response_num_6
195.459	0.15	memorization_num_2
196.609	1.701	response_num_2
202.678	0.15	memorization_num_3
203.828	1.701	response_num_3
209.897	0.15	memorization_num_3
211.047	1.701	response_num_3
217.116	0.149	memorization_num_4
218.266	1.717	response_num_4
224.318	0.15	memorization_num_1
225.468	1.701	response_num_1
231.537	0.15	memorization_num_1
232.687	1.7	response_num_1
238.755	0.15	memorization_num_5
239.906	1.7	response_num_5
245.991	0.15	memorization_num_1
247.141	1.701	response_num_1
253.21	0.15	memorization_num_3
254.36	1.7	response_num_3
260.412	0.15	memorization_num_2
261.562	1.701	response_num_2
267.631	0.15	memorization_num_6
268.781	1.701	response_num_6
274.85	0.15	memorization_num_3
276.0	1.701	response_num_3
282.068	0.15	memorization_num_1
283.219	1.7	response_num_1
289.288	0.15	memorization_num_5
290.438	1.7	response_num_5
296.506	0.15	memorization_num_1
297.657	1.7	response_num_1
303.725	0.15	memorization_num_4
304.875	1.701	response_num_4
310.944	0.15	memorization_num_3
312.094	1.717	response_num_3
318.146	0.15	memorization_num_3
319.297	1.7	response_num_3
325.349	0.15	memorization_num_6
326.499	1.7	response_num_6
332.567	0.15	memorization_num_2
333.718	1.7	response_num_2
339.786	0.15	memorization_num_1
340.936	1.701	response_num_1
347.005	0.15	memorization_num_3
348.155	1.701	response_num_3
354.207	0.167	memorization_num_1
355.357	1.718	response_num_1
361.443	0.15	memorization_num_2
362.593	1.701	response_num_2
368.662	0.15	memorization_num_1
369.812	1.7	response_num_1
375.88	0.15	memorization_num_2
377.031	1.7	response_num_2
383.099	0.15	memorization_num_5
384.249	1.701	response_num_5
390.318	0.15	memorization_num_5
391.469	1.7	response_num_5
397.537	0.15	memorization_num_4
398.687	1.701	response_num_4
404.756	0.15	memorization_num_2
405.906	1.701	response_num_2
411.975	0.15	memorization_num_2
413.125	1.7	response_num_2
419.193	0.151	memorization_num_4
420.344	1.7	response_num_4
426.379	0.15	memorization_num_6
427.529	1.701	response_num_6
433.598	0.15	memorization_num_4
434.748	1.701	response_num_4
440.817	0.15	memorization_num_1
441.967	1.7	response_num_1
448.035	0.151	memorization_num_4
449.186	1.7	response_num_4
455.255	0.15	memorization_num_6
456.405	1.7	response_num_6
462.473	0.15	memorization_num_4
463.624	1.7	response_num_4
469.692	0.15	memorization_num_2
470.843	1.7	response_num_2
476.911	0.15	memorization_num_6
478.061	1.717	response_num_6
484.113	0.15	memorization_num_4
485.264	1.7	response_num_4
491.332	0.15	memorization_num_6
492.482	1.701	response_num_6
498.55	0.15	memorization_num_4
499.701	1.701	response_num_4
505.753	0.15	memorization_num_2
506.904	1.7	response_num_2
512.989	0.15	memorization_num_2
514.139	1.701	response_num_2
