onset	duration	trial_type	score
8.931	3.965	house	76
15.78	3.336	house	69
22.063	4.531	house	12
28.062	2.345	house	74
31.062	4.151	house	78
36.477	4.882	house	66
43.643	3.999	house	72
50.042	5.69	house	69
57.674	3.332	house	69
65.44	3.691	house	62
71.223	6.148	house	82
80.521	4.569	house	68
89.32	5.849	house	96
97.986	3.255	house	77
105.335	4.977	house	70
114.6	4.663	house	57
122.615	4.065	house	70
130.498	5.399	house	68
139.18	3.204	house	73
143.729	3.685	house	16
150.095	3.777	house	69
158.027	3.521	house	73
165.509	3.79	house	36
170.709	2.917	house	1
174.158	3.046	house	42
180.224	2.916	house	67
185.023	3.423	house	18
189.173	5.482	house	26
199.021	2.856	house	1
205.104	4.361	house	59
211.953	7.429	house	86
221.202	6.484	house	76
229.834	5.695	house	1
237.549	3.776	house	52
242.332	2.279	house	78
247.165	3.991	house	77
252.231	3.7	house	55
257.08	4.276	house	70
265.046	6.174	house	52
275.244	6.639	house	1
286.376	4.458	house	66
292.375	7.302	house	79
303.29	6.306	house	92
310.523	3.315	house	2
316.438	4.787	house	68
322.837	6.994	house	3
333.386	5.771	house	71
340.035	3.481	house	55
347.417	3.301	house	52
352.933	5.988	house	67
360.599	4.688	house	78
369.048	5.757	house	58
376.53	2.929	house	22
382.213	4.51	house	40
387.312	4.223	house	52
392.744	2.337	house	70
398.16	3.813	house	3
405.393	3.933	house	39
412.808	4.071	house	89
417.691	8.207	house	25
