onset	duration	trial_type	score
9.332	6.981	food	96
16.914	4.203	food	80
24.93	3.31	food	15
31.062	4.784	food	85
36.378	3.982	food	48
42.177	3.427	food	68
49.893	3.013	food	83
55.792	3.913	food	12
60.708	4.272	food	83
65.924	4.354	food	88
71.823	5.376	food	9
79.605	4.333	food	58
84.605	3.046	food	82
88.937	2.532	food	81
92.27	3.659	food	89
97.12	2.345	food	85
101.219	2.664	food	53
105.502	3.358	food	86
109.984	4.324	food	64
118.8	3.885	food	20
127.049	2.586	food	55
133.731	5.176	food	1
140.314	3.458	food	85
146.313	4.763	food	63
153.028	4.726	food	42
161.911	5.834	food	87
170.959	4.893	food	39
178.792	6.365	food	59
188.84	4.016	food	81
197.072	4.556	food	3
203.988	4.172	food	83
211.654	3.487	food	52
217.153	2.491	food	46
222.119	4.667	food	72
227.868	3.862	food	75
232.467	4.547	food	70
240.166	3.431	food	44
247.149	2.44	food	82
251.748	5.414	food	80
258.497	3.157	food	80
265.596	5.716	food	20
273.578	5.719	food	20
281.977	3.97	food	82
288.026	3.394	food	69
294.442	2.849	food	91
298.775	4.65	food	42
306.707	3.237	food	79
313.823	5.291	food	13
322.455	3.033	food	36
329.237	5.622	food	15
336.536	2.871	food	67
341.286	5.821	food	64
351.134	3.312	food	45
358.067	4.297	food	5
365.782	3.081	food	83
371.081	4.363	food	79
376.314	3.528	food	82
384.263	6.239	food	19
393.578	3.657	food	65
399.844	4.075	food	23
