onset	duration	trial_type	score
7.994	3.218	food	58
13.026	2.364	food	14
16.259	3.441	food	83
23.191	3.197	food	40
29.341	2.22	food	73
32.307	4.586	food	85
40.989	3.377	food	88
45.038	3.432	food	60
50.488	3.172	food	87
55.754	5.354	food	82
63.403	3.206	food	76
67.419	3.021	food	35
73.118	4.068	food	80
80.533	3.256	food	83
85.999	2.442	food	1
90.799	4.483	food	8
97.231	5.602	food	86
103.364	4.442	food	77
111.562	4.036	food	88
120.078	5.45	food	70
129.827	6.79	food	76
139.025	4.839	food	57
146.874	3.053	food	69
152.54	2.9	food	77
156.723	2.628	food	73
163.039	6.482	food	58
171.404	3.68	food	75
179.453	3.236	food	68
183.819	2.697	food	65
189.935	4.061	food	6
195.684	4.635	food	70
201.25	4.343	food	4
208.132	2.703	food	1
212.182	2.609	food	76
218.064	3.854	food	85
223.13	2.861	food	63
227.73	2.218	food	61
234.179	6.468	food	71
243.127	2.349	food	65
248.693	2.863	food	68
253.176	3.628	food	19
257.409	4.157	food	62
263.708	6.088	food	91
272.957	5.933	food	72
280.372	3.158	food	39
287.355	4.59	food	60
295.837	4.022	food	34
302.669	4.175	food	13
310.468	3.861	food	27
318.367	4.272	food	79
325.516	5.427	food	70
334.498	5.736	food	75
344.663	5.115	food	32
353.729	4.041	food	26
360.844	6.013	food	71
369.61	2.874	food	74
373.476	3.448	food	57
377.992	2.702	food	80
382.241	3.273	food	23
389.674	4.271	food	57
