onset	duration	trial_type	score
10.002	3.188	painting	45
14.468	2.447	painting	52
19.667	4.301	painting	33
24.7	2.799	painting	55
31.199	2.736	painting	2
34.815	2.35	painting	5
38.098	2.829	painting	58
41.731	3.618	painting	1
49.58	3.455	painting	10
55.246	4.165	painting	46
60.012	2.968	painting	47
66.861	4.792	painting	42
76.076	3.341	painting	65
80.892	4.297	painting	1
89.208	3.985	painting	13
94.873	4.851	painting	65
102.806	3.779	painting	7
107.788	4.08	painting	44
112.538	4.305	painting	55
120.603	2.806	painting	5
123.936	5.194	painting	66
131.535	3.271	painting	63
137.618	4.948	painting	33
145.05	4.287	painting	10
152.749	4.02	painting	42
160.914	6.258	painting	49
168.313	3.557	painting	48
173.479	4.035	painting	54
178.862	2.406	painting	10
183.278	3.957	painting	17
189.11	3.951	painting	22
197.359	2.357	painting	14
203.658	3.312	painting	42
210.324	3.614	painting	47
216.49	5.057	painting	42
223.622	3.024	painting	73
230.471	4.341	painting	59
237.82	2.996	painting	57
243.103	2.607	painting	62
247.102	2.869	painting	58
251.918	5.901	painting	41
261.3	4.196	painting	33
269.866	4.281	painting	53
277.298	3.569	painting	59
284.43	2.856	painting	18
289.98	2.731	painting	59
295.945	4.505	painting	62
302.794	4.285	painting	46
309.693	6.727	painting	47
317.492	3.729	painting	36
322.758	5.111	painting	60
328.891	3.204	painting	2
336.59	6.499	painting	60
344.839	2.647	painting	47
350.371	4.538	painting	63
357.054	2.817	painting	27
363.969	3.588	painting	56
369.368	3.747	painting	14
376.068	4.251	painting	27
383.6	5.961	painting	13
