onset	duration	trial_type	score
9.238	5.596	house	36
16.171	3.365	house	100
21.953	3.775	house	100
28.952	4.305	house	1
37.001	4.014	house	56
43.833	3.531	house	100
48.166	3.592	house	1
54.032	3.473	house	100
60.781	4.043	house	56
67.563	3.341	house	100
73.979	2.441	house	1
79.828	2.893	house	1
83.395	2.372	house	100
86.294	2.864	house	100
93.26	2.533	house	100
97.676	4.051	house	75
104.608	2.825	house	100
110.774	2.386	house	1
115.24	4.176	house	1
121.356	5.204	house	75
131.055	4.575	house	60
138.17	8.78	house	1
150.102	4.804	house	24
158.384	6.034	house	32
167.433	6.069	house	1
174.432	6.071	house	47
181.714	6.07	house	88
188.863	3.827	house	100
193.546	4.399	house	19
199.478	5.303	house	70
206.977	6.294	house	1
214.56	4.558	house	86
223.358	4.256	house	6
228.208	5.14	house	1
234.757	3.93	house	1
240.356	2.761	house	1
245.805	4.968	house	91
255.137	3.304	house	71
259.453	5.514	house	40
269.002	2.529	house	1
275.084	6.458	house	29
285.433	3.712	house	36
293.115	5.284	house	9
302.697	3.827	house	85
310.346	3.147	house	7
315.312	4.451	house	26
321.378	4.45	house	79
326.961	4.609	house	40
335.726	3.966	house	37
341.175	8.156	house	81
350.057	5.401	house	83
357.806	5.392	house	52
365.205	8.324	house	99
377.154	3.532	house	1
382.819	5.901	house	81
391.335	2.325	house	1
397.334	2.385	house	1
402.667	5.086	house	1
409.499	7.494	house	90
421.431	6.2	house	70
