onset	duration	trial_type
8.163	3.839	reward
12.002	3.839	punishment
15.841	3.823	punishment
19.664	3.806	punishment
23.47	3.839	reward
27.309	3.822	punishment
31.131	3.823	punishment
34.954	3.667	punishment
53.783	3.822	reward
57.605	3.839	punishment
61.444	3.823	reward
65.267	3.839	reward
69.106	3.823	reward
72.929	3.839	reward
76.768	3.806	punishment
80.574	3.675	reward
99.386	3.839	reward
103.225	3.822	neutral
107.047	3.839	reward
110.886	3.84	punishment
114.726	3.839	reward
118.565	3.839	reward
122.404	3.856	reward
126.26	3.668	reward
145.072	3.823	neutral
148.895	3.839	neutral
152.734	3.806	punishment
156.54	3.839	punishment
160.379	3.839	punishment
164.218	3.823	punishment
168.041	3.839	punishment
171.88	3.677	punishment
190.709	3.839	reward
194.548	3.839	reward
198.387	3.822	reward
202.209	3.84	neutral
206.049	3.822	neutral
209.871	3.839	reward
213.71	3.823	reward
217.533	3.686	reward
236.362	3.855	punishment
240.217	3.84	punishment
244.057	3.839	reward
247.896	3.822	punishment
251.718	3.806	punishment
255.524	3.839	neutral
259.363	3.823	punishment
263.186	3.678	punishment
282.015	3.839	reward
285.854	3.839	punishment
289.693	3.839	reward
293.532	3.84	reward
297.372	3.855	reward
301.227	3.823	reward
305.05	3.839	punishment
308.889	3.67	reward
327.701	3.856	neutral
331.557	3.856	neutral
335.413	3.839	punishment
339.252	3.839	punishment
343.091	3.84	punishment
346.931	3.839	punishment
350.77	3.839	punishment
354.609	3.695	punishment
