onset	duration	trial_type	score
8.725	4.987	painting	37
17.457	2.443	painting	67
21.373	1.9	painting	71
26.089	3.126	painting	69
30.022	2.228	painting	52
33.938	3.352	painting	41
41.704	3.205	painting	23
47.653	3.607	painting	39
52.585	3.516	painting	77
56.835	2.746	painting	40
61.134	4.295	painting	18
66.633	2.821	painting	73
73.266	2.522	painting	67
79.198	2.639	painting	23
82.831	2.654	painting	70
89.58	2.206	painting	74
95.129	1.888	painting	68
97.679	3.319	painting	75
103.478	4.035	painting	82
108.927	3.013	painting	74
115.027	2.173	painting	71
120.409	4.5	painting	73
125.775	3.98	painting	94
133.374	2.281	painting	77
136.74	2.373	painting	87
142.789	3.066	painting	82
148.805	4.362	painting	83
157.137	2.705	painting	96
161.653	3.811	painting	96
167.086	2.439	painting	77
171.669	3.769	painting	65
179.468	2.007	painting	87
182.417	3.217	painting	94
188.65	2.14	painting	74
193.332	2.213	painting	71
199.781	2.827	painting	56
204.614	4.516	painting	45
213.43	1.998	painting	67
218.579	2.902	painting	66
222.628	2.176	painting	79
228.294	3.974	painting	66
233.543	2.864	painting	73
238.626	4.23	painting	96
244.742	3.214	painting	100
250.241	5.176	painting	62
259.306	4.162	painting	81
267.639	3.187	painting	68
273.704	3.627	painting	85
279.754	1.744	painting	92
285.053	3.633	painting	91
289.219	2.319	painting	77
294.152	3.748	painting	73
299.984	2.87	painting	90
304.8	2.962	painting	81
312.116	3.206	painting	100
315.915	3.114	painting	100
322.314	2.275	painting	63
327.264	2.086	painting	90
331.08	2.506	painting	85
338.079	3.286	painting	96
