onset	duration	trial_type	score
9.837	2.921	house	75
16.453	2.61	house	85
21.735	3.566	house	94
29.601	1.909	house	96
35.067	2.68	house	98
38.549	4.258	house	81
44.349	3.122	house	87
50.364	3.499	house	72
54.397	2.679	house	93
59.097	3.485	house	77
64.396	3.159	house	64
71.178	3.901	house	74
76.961	2.486	house	61
80.71	1.822	house	70
84.826	4.449	house	44
92.225	3.071	house	53
96.625	2.627	house	100
102.474	5.207	house	24
110.773	2.848	house	100
114.556	3.178	house	81
119.405	4.451	house	92
126.604	5.014	house	88
135.769	4.955	house	32
145.151	3.716	house	71
150.95	2.365	house	100
156.733	2.172	house	72
159.966	5.239	house	43
168.681	2.87	house	97
175.43	2.094	house	100
178.513	1.737	house	100
181.729	5.204	house	86
189.745	4.078	house	94
194.544	2.308	house	100
201.343	3.871	house	95
209.309	2.269	house	100
213.792	2.047	house	93
220.057	5.135	house	92
226.323	2.642	house	88
233.322	3.733	house	81
238.255	5.694	house	79
246.554	4.585	house	23
252.886	4.362	house	85
259.602	4.132	house	79
267.484	2.182	house	27
270.334	3.241	house	100
277.583	4.608	house	90
285.532	1.949	house	100
290.031	3.752	house	94
294.38	2.862	house	100
300.396	2.736	house	78
305.546	4.264	house	81
311.961	5.259	house	12
320.243	4.169	house	83
326.026	1.687	house	74
329.659	2.095	house	59
335.575	2.143	house	75
338.591	5.08	house	100
347.623	3.674	house	76
352.706	2.988	house	74
358.172	3.074	house	74
