onset	duration	trial_type
10.182	10.416	relational
20.598	10.383	relational
30.981	10.299	relational
41.28	10.215	relational
53.532	8.413	control
61.945	8.279	control
70.224	8.33	control
78.554	8.362	control
86.916	8.213	control
113.123	8.313	control
121.436	8.396	control
129.832	8.279	control
138.111	8.38	control
146.491	8.246	control
156.673	10.366	relational
167.039	10.365	relational
177.404	10.283	relational
187.687	10.182	relational
215.913	8.396	control
224.309	8.363	control
232.672	8.313	control
240.985	8.296	control
249.281	8.229	control
259.53	10.399	relational
269.929	10.366	relational
280.295	10.399	relational
290.694	10.166	relational
318.921	10.282	relational
329.203	10.399	relational
339.602	10.383	relational
349.985	10.165	relational
362.203	8.363	control
370.566	8.38	control
378.946	8.413	control
387.359	8.379	control
395.738	8.23	control
421.928	10.366	relational
432.294	10.299	relational
442.593	10.332	relational
452.925	10.233	relational
465.094	8.363	control
473.457	8.346	control
481.803	8.396	control
490.199	8.38	control
498.579	8.229	control
524.819	8.346	control
533.165	8.362	control
541.527	8.397	control
549.924	8.296	control
558.22	8.246	control
568.402	10.349	relational
578.751	10.383	relational
589.134	10.349	relational
599.483	10.232	relational
