onset	duration	trial_type
11.0	3.055	shape
14.055	3.055	shape
17.11	3.054	shape
20.164	3.055	shape
23.219	3.054	shape
26.273	3.172	shape
32.433	3.104	face
35.537	3.138	face
38.675	3.105	face
41.78	3.105	face
44.885	3.088	face
47.973	3.171	face
54.032	3.055	shape
57.087	3.054	shape
60.141	3.055	shape
63.196	3.055	shape
66.251	3.054	shape
69.305	3.155	shape
75.398	3.121	face
78.519	3.088	face
81.607	3.122	face
84.729	3.088	face
87.817	3.088	face
90.905	3.155	face
96.964	3.055	shape
100.019	3.054	shape
103.073	3.055	shape
106.128	3.071	shape
109.199	3.055	shape
112.254	3.155	shape
118.33	3.055	face
121.385	3.071	face
124.456	3.071	face
127.527	3.071	face
130.598	3.072	face
133.67	3.171	face
139.729	3.055	shape
142.784	3.054	shape
145.838	3.055	shape
148.893	3.055	shape
151.948	3.054	shape
155.002	3.155	shape
161.078	3.071	face
164.149	3.072	face
167.221	3.071	face
170.292	3.071	face
173.363	3.072	face
176.435	3.155	face
182.477	3.055	shape
185.532	3.055	shape
188.587	3.054	shape
191.641	3.055	shape
194.696	3.055	shape
197.751	3.171	shape
203.826	3.072	face
206.898	3.071	face
209.969	3.071	face
213.04	3.072	face
216.112	3.071	face
219.183	3.172	face
225.242	3.055	shape
228.297	3.055	shape
231.352	3.054	shape
234.406	3.055	shape
237.461	3.055	shape
240.516	3.154	shape
246.575	3.071	face
249.646	3.071	face
252.717	3.072	face
255.789	3.071	face
258.86	3.071	face
261.931	3.038	face
