onset	duration	trial_type
9.014	18.996	random
46.021	20.064	mental
84.096	20.081	mental
122.188	20.064	random
160.263	20.065	mental
198.339	20.064	random
236.414	20.064	random
274.489	20.064	mental
312.564	20.064	random
350.639	20.065	mental
