onset	duration	trial_type
8.179	3.839	reward
12.018	3.839	reward
15.857	3.856	punishment
19.713	3.856	reward
23.569	3.856	reward
27.425	3.839	reward
31.264	3.84	neutral
35.104	3.675	reward
53.932	3.856	reward
57.788	3.839	punishment
61.627	3.856	punishment
65.483	3.823	punishment
69.306	3.856	neutral
73.162	3.822	punishment
76.984	3.84	punishment
80.824	3.684	punishment
99.652	3.84	punishment
103.492	3.839	punishment
107.331	3.839	punishment
111.17	3.822	neutral
114.992	3.856	punishment
118.848	3.806	neutral
122.654	3.856	punishment
126.51	3.677	punishment
145.356	3.839	reward
149.195	3.806	reward
153.001	3.839	punishment
156.84	3.823	reward
160.663	3.856	punishment
164.519	3.872	reward
168.391	3.839	reward
172.23	3.685	reward
191.093	3.872	punishment
194.965	3.839	punishment
198.804	3.873	reward
202.677	3.839	punishment
206.516	3.839	reward
210.355	3.84	punishment
214.195	3.805	punishment
218.0	3.711	punishment
236.863	3.856	reward
240.719	3.839	neutral
244.558	3.856	reward
248.414	3.839	reward
252.253	3.856	reward
256.109	3.823	reward
259.932	3.839	neutral
263.771	3.668	reward
282.599	3.856	punishment
286.455	3.84	punishment
290.295	3.839	reward
294.134	3.839	punishment
297.973	3.839	reward
301.812	3.839	punishment
305.651	3.856	punishment
309.507	3.694	punishment
328.336	3.856	reward
332.192	3.839	reward
336.031	3.856	punishment
339.887	3.856	reward
343.743	3.856	punishment
347.599	3.839	reward
351.438	3.823	reward
355.261	3.686	reward
