onset	duration	trial_type
0.583	0.15	memorization_num_7
0.733	1.701	response_num_7
10.786	0.151	memorization_num_2
10.937	1.716	response_num_2
20.989	0.151	memorization_num_3
21.14	1.717	response_num_3
31.192	0.151	memorization_num_2
31.343	1.716	response_num_2
41.396	0.15	memorization_num_2
41.546	1.717	response_num_2
51.599	0.15	memorization_num_5
51.749	1.7	response_num_5
61.785	0.15	memorization_num_1
61.935	1.717	response_num_1
71.989	0.15	memorization_num_8
72.139	1.716	response_num_8
82.192	0.15	memorization_num_4
82.342	1.716	response_num_4
92.394	0.151	memorization_num_2
92.545	1.716	response_num_2
102.598	0.15	memorization_num_7
102.748	1.7	response_num_7
112.817	0.151	memorization_num_3
112.968	1.717	response_num_3
123.021	0.15	memorization_num_1
123.171	1.717	response_num_1
133.224	0.15	memorization_num_4
133.374	1.717	response_num_4
143.427	0.15	memorization_num_5
143.577	1.717	response_num_5
153.63	0.15	memorization_num_7
153.78	1.701	response_num_7
163.833	0.15	memorization_num_7
163.983	1.701	response_num_7
174.036	0.15	memorization_num_3
174.186	1.717	response_num_3
184.239	0.151	memorization_num_4
184.39	1.7	response_num_4
194.459	0.151	memorization_num_8
194.61	1.7	response_num_8
204.662	0.15	memorization_num_5
204.812	1.717	response_num_5
214.865	0.151	memorization_num_6
215.016	1.7	response_num_6
225.069	0.15	memorization_num_2
225.219	1.716	response_num_2
235.272	0.15	memorization_num_1
235.422	1.716	response_num_1
245.475	0.15	memorization_num_7
245.625	1.7	response_num_7
255.678	0.15	memorization_num_4
255.828	1.717	response_num_4
265.881	0.15	memorization_num_1
266.031	1.717	response_num_1
276.084	0.15	memorization_num_3
276.234	1.717	response_num_3
286.287	0.151	memorization_num_2
286.438	1.716	response_num_2
296.49	0.15	memorization_num_3
296.64	1.717	response_num_3
306.693	0.151	memorization_num_8
306.844	1.7	response_num_8
316.913	0.15	memorization_num_7
317.063	1.701	response_num_7
327.1	0.15	memorization_num_3
327.25	1.717	response_num_3
337.303	0.15	memorization_num_1
337.453	1.717	response_num_1
347.506	0.15	memorization_num_3
347.656	1.717	response_num_3
357.709	0.15	memorization_num_8
357.859	1.701	response_num_8
367.929	0.15	memorization_num_2
368.079	1.717	response_num_2
378.132	0.15	memorization_num_3
378.282	1.717	response_num_3
388.335	0.15	memorization_num_5
388.485	1.7	response_num_5
398.522	0.149	memorization_num_6
398.671	1.701	response_num_6
408.742	0.15	memorization_num_8
408.892	1.716	response_num_8
418.945	0.15	memorization_num_1
419.095	1.716	response_num_1
429.148	0.15	memorization_num_6
429.298	1.716	response_num_6
439.351	0.15	memorization_num_2
439.501	1.717	response_num_2
449.554	0.15	memorization_num_3
449.704	1.717	response_num_3
459.757	0.15	memorization_num_1
459.907	1.717	response_num_1
469.96	0.15	memorization_num_5
470.11	1.701	response_num_5
480.18	0.15	memorization_num_1
480.33	1.717	response_num_1
490.383	0.15	memorization_num_4
490.533	1.717	response_num_4
500.586	0.15	memorization_num_3
500.736	1.717	response_num_3
510.789	0.15	memorization_num_1
510.939	1.717	response_num_1
520.992	0.151	memorization_num_4
521.143	1.716	response_num_4
531.195	0.151	memorization_num_6
531.346	1.7	response_num_6
541.399	0.149	memorization_num_5
541.548	1.701	response_num_5
551.602	0.15	memorization_num_8
551.752	1.7	response_num_8
561.822	0.15	memorization_num_8
561.972	1.683	response_num_8
572.025	0.15	memorization_num_7
